Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
511;20400195011;"International Journal of Autonomous and Adaptive Communications Systems";journal;"17548632, 17548640";0,128;Q4;12;24;67;670;16;64;0,20;27,92;United Kingdom;"Inderscience Enterprises Ltd";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4)"
512;18665;"ABB Review";journal;"10133119";0,128;Q4;16;49;173;61;12;157;0,07;1,24;Switzerland;"A B B Corporate Management Services AG";"Electrical and Electronic Engineering (Q4); Mechanical Engineering (Q4)"
513;19700188800;"Electronics and Communications in Japan";journal;"19429533";0,128;Q4;10;90;307;1524;75;307;0,24;16,93;United States;"Wiley-Blackwell";"Applied Mathematics (Q4); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Physics and Astronomy (miscellaneous) (Q4); Signal Processing (Q4)"
514;145378;"International Journal of Electrical Engineering";journal;"18123031";0,126;Q4;7;22;76;434;8;71;0,06;19,73;United States;"Nova Science Publishers Inc.";"Electrical and Electronic Engineering (Q4)"
515;21100241763;"International Journal of Green Nanotechnology";journal;"19430906, 19430892";0,123;Q4;3;0;1;0;0;1;0,00;0,00;United Kingdom;"Taylor and Francis Inc.";"Biomedical Engineering (Q4); Chemistry (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Materials Science (miscellaneous) (Q4); Medicine (miscellaneous) (Q4); Pharmaceutical Science (Q4)"
516;12100154936;"Journal of Integrated Circuits and Systems";journal;"18071953";0,123;Q4;9;14;53;253;25;52;0,54;18,07;Germany;"Springer Verlag";"Electrical and Electronic Engineering (Q4)"
517;144788;"Chinese Journal of Sensors and Actuators";journal;"10041699";0,120;Q4;15;271;947;2039;165;947;0,15;7,52;China;"Guojia Jiaowei Quanguo Gaoxiao Chuangan Jishu Yanjiuhui";"Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4)"
518;21100784271;"Majlesi Journal of Electrical Engineering";journal;"23453796, 2345377X";0,120;Q4;1;34;29;779;7;29;0,24;22,91;Iran;"Islamic Azad University";"Electrical and Electronic Engineering (Q4); Instrumentation (Q4)"
519;21100293800;"Electronics";journal;"14505843";0,120;Q4;6;5;47;134;31;47;0,29;26,80;Bosnia and Herzegovina;"Faculty of Electrical Engineering Banja Luka";"Electrical and Electronic Engineering (Q4)"
520;21100432792;"Journal of Electronic Science and Technology";journal;"1674862X";0,119;Q4;2;62;116;1487;19;109;0,17;23,98;China;"University of Electronic Science and Technology of China";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Signal Processing (Q4)"
521;20300195016;"Transactions on Electrical Engineering, Electronics, and Communications";journal;"16859545";0,118;Q4;5;13;31;272;14;29;0,38;20,92;Thailand;"Electrical Engineering/Electronics, Computer, Communications and Information Technology Association (ECTI)";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4)"
522;4400151413;"Nanjing Youdian Daxue Xuebao (Ziran Kexue Ban)/Journal of Nanjing University ofPosts and Telecommunications (Natural Science)";journal;"16735439";0,118;Q4;8;68;341;1261;37;341;0,12;18,54;China;"Nanjing University of Posts and Telecommunications";"Electrical and Electronic Engineering (Q4)"
523;21100218075;"Microwave Review";journal;"14505835";0,117;Q4;4;8;34;161;10;30;0,33;20,13;Serbia;"Society for Microwave Technique, Technologies and Systems and Serbia and Montenegro IEEE MTT-S Chapter";"Electrical and Electronic Engineering (Q4); Law (Q4)"
524;5300152612;"Journal of Electronics";journal;"02179822";0,117;Q4;11;0;72;0;24;72;0,00;0,00;China;"Science Press";"Electrical and Electronic Engineering (Q4)"
525;21100422125;"International Journal of Applied Linguistics and English Literature";journal;"22003452, 22003592";0,116;Q4;4;1;570;24;56;569;0,10;24,00;Australia;"Australian International Academic Centre PTY. LTD.";"Literature and Literary Theory (Q2); Language and Linguistics (Q3); Linguistics and Language (Q3); Electrical and Electronic Engineering (Q4)"
526;19900191878;"Infocommunications Journal";journal;"20612125, 20612079";0,116;Q4;5;15;59;339;9;56;0,15;22,60;Hungary;"Scientific Association for Infocommunications";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4)"
527;1900147401;"WSEAS Transactions on Communications";journal;"11092742";0,116;Q4;14;0;74;0;23;74;0,00;0,00;Greece;"World Scientific and Engineering Academy and Society (WSEAS) Press";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4)"
528;11700154352;"Journal of the Institute of Telecommunications Professionals";journal;"17559278";0,116;Q4;12;34;99;77;13;76;0,30;2,26;United Kingdom;"Institute of Telecommunications Professionals";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4)"
529;21100217227;"Iranian Journal of Science and Technology - Transactions of Electrical Engineering";journal;"22286179";0,115;Q4;3;29;11;860;2;11;0,18;29,66;Iran;"Springer International Publishing AG";"Computer Networks and Communications (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Signal Processing (Q4)"
530;21100197765;"Metallurgical and Mining Industry";journal;"20788312, 20760507";0,115;Q4;14;0;908;0;155;908;0,15;0,00;Ukraine;"Ukrmetallurginform"STA" Ltd.";"Earth and Planetary Sciences (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Mechanical Engineering (Q4); Metals and Alloys (Q4)"
531;62723;"VLSI Design";journal;"15635171, 1065514X";0,115;Q4;20;6;45;107;23;42;0,38;17,83;Egypt;"Hindawi Publishing Corporation";"Computer Graphics and Computer-Aided Design (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4)"
532;18038;"Wuhan Ligong Daxue Xuebao (Jiaotong Kexue Yu Gongcheng Ban)/Journal of Wuhan University of Technology (Transportation Science and Engineering)";journal;"10062823";0,114;Q4;11;176;813;770;71;813;0,09;4,38;China;"Wuhan University of Technology";"Electrical and Electronic Engineering (Q4); Engineering (miscellaneous) (Q4); Mechanical Engineering (Q4)"
533;5000157106;"Journal of Light and Visual Environment";journal;"03878805";0,113;Q4;14;0;37;0;10;31;0,46;0,00;Japan;"Illuminating Engineering Institute of Japan";"Electrical and Electronic Engineering (Q4)"
534;25495;"Journal Europeen des Systemes Automatises";journal;"12696935";0,113;Q4;19;9;63;202;3;61;0,00;22,44;France;"Lavoisier";"Computer Science Applications (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4)"
535;12754;"International Journal of COMADEM";journal;"13637681";0,113;Q4;9;0;73;0;13;69;0,15;0,00;United Kingdom;"COMADEM International";"Bioengineering (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Safety, Risk, Reliability and Quality (Q4); Signal Processing (Q4); Strategy and Management (Q4)"
536;21100230500;"Journal of Electrical Engineering";journal;"15824594";0,112;Q4;5;5;485;130;76;482;0,15;26,00;Romania;"Politehnica Publishing House";"Electrical and Electronic Engineering (Q4)"
537;16662;"Energia Elettrica";journal;"00137308";0,112;Q4;5;29;95;346;13;90;0,05;11,93;Italy;"Associazione Elettrotecnica ed Elettronica Italiana";"Civil and Structural Engineering (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)"
538;18563;"Microwaves and RF";journal;"07452993";0,112;Q4;12;29;471;96;14;253;0,06;3,31;United States;"Penton Media, Inc.";"Electrical and Electronic Engineering (Q4)"
539;15395;"Jiliang Xuebao/Acta Metrologica Sinica";journal;"10001158";0,110;Q4;12;140;414;765;30;414;0,07;5,46;China;"China Metrological Measuring Institute";"Electrical and Electronic Engineering (Q4); Instrumentation (Q4)"
540;144806;"WSEAS Transactions on Circuits and Systems";journal;"11092734";0,110;Q4;14;0;51;0;18;51;0,00;0,00;Greece;"World Scientific and Engineering Academy and Society (WSEAS) Press";"Electrical and Electronic Engineering (Q4)"
541;21100324717;"Recent Advances in Electrical and Electronic Engineering";journal;"23520973, 23520965";0,109;Q4;5;31;74;989;7;63;0,08;31,90;Netherlands;"Bentham Science Publishers B.V.";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
542;13884;"Acta Technica CSAV (Ceskoslovensk Akademie Ved)";journal;"00017043";0,109;Q4;10;309;143;3828;32;143;0,19;12,39;Czech Republic;"Academy of Sciences of the Czech Republic";"Electrical and Electronic Engineering (Q4); Mechanics of Materials (Q4)"
543;28989;"Hedianzixue Yu Tance Jishu/Nuclear Electronics and Detection Technology";journal;"02580934";0,107;Q4;8;75;929;313;47;929;0,05;4,17;China;"Atomic Energy Press";"Electrical and Electronic Engineering (Q4); Instrumentation (Q4); Nuclear and High Energy Physics (Q4); Radiation (Q4)"
544;21100285411;"International Conference on Geoinformatics";journal;"2161024X";0,107;Q4;5;48;197;815;17;193;0,09;16,98;United States;"International Association of Chinese Professionals in Geographic Information Sciences";"Computer Networks and Communications (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Geography, Planning and Development (Q4); Information Systems (Q4); Software (Q4)"
545;4500151545;"Engineering and Technology";journal;"17509637";0,107;Q4;12;43;378;0;58;378;0,16;0,00;United Kingdom;"Institute of Electrical Engineers";"Electrical and Electronic Engineering (Q4)"
546;25512;"Guti Dianzixue Yanjiu Yu Jinzhan/Research & Progress of Solid State Electronics";journal;"10003819";0,106;Q4;5;73;325;524;15;325;0,03;7,18;China;"Nanjing Electronic Devices Institute";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
547;29740;"Journal of Functional Materials and Devices";journal;"10074252";0,106;Q4;7;0;16;0;1;16;0,00;0,00;China;"Chinese Academy of Sciences";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Materials Chemistry (Q4)"
548;19900193668;"International Journal of Ultra Wideband Communications and Systems";journal;"17587298, 1758728X";0,106;Q4;8;0;19;0;3;19;0,14;0,00;Switzerland;"Inderscience Publishers";"Communication (Q4); Electrical and Electronic Engineering (Q4)"
549;19700186846;"International Journal of Radio Frequency Identification Technology and Applications";journal;"17453216, 17453224";0,106;Q4;11;0;10;0;7;10;1,00;0,00;United Kingdom;"Inderscience Publishers";"Electrical and Electronic Engineering (Q4)"
550;4400151725;"Shomei Gakkai Shi";journal;"00192341, 1349838X";0,105;Q4;3;10;35;77;2;32;0,06;7,70;Japan;"Illuminating Engineering Institute of Japan";"Electrical and Electronic Engineering (Q4)"
551;144890;"Electronic Device Failure Analysis";journal;"15370755";0,105;Q4;6;24;83;164;4;58;0,03;6,83;United States;"ASM International";"Electrical and Electronic Engineering (Q4); Safety, Risk, Reliability and Quality (Q4)"
552;21100217001;"Journal of the Institute of Electrical Engineers of Japan";journal;"18814190, 13405551";0,104;Q4;9;142;409;717;20;350;0,07;5,05;Japan;"The Institute of Electrical Engineers of Japan";"Electrical and Electronic Engineering (Q4)"
553;18800;"Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers";journal;"13426907";0,103;Q4;11;51;195;376;13;193;0,05;7,37;Japan;"Eizo Joho Media Gakkai";"Media Technology (Q3); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4)"
554;21100266521;"Journal of the Institute of Electronics, Information and Communication Engineers";journal;"09135693";0,103;Q4;2;0;435;0;15;393;0,04;0,00;Japan;"Institute of Electronics, Information and Communication Engineers";"Electrical and Electronic Engineering (Q4)"
555;4900152401;"NEC Technical Journal";journal;"18805884";0,102;Q4;9;26;188;30;16;182;0,10;1,15;Japan;"NEC Media Products Ltd.";"Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Information Systems (Q4); Materials Science (miscellaneous) (Q4)"
556;21100855883;"International Journal of Electrical and Computer Engineering Systems";journal;"18477003, 18476996";0,102;Q4;0;10;10;175;0;10;0,00;17,50;Croatia;"J.J. Strossmayer University of Osijek, Faculty of Electrical Engineering, Computer Science and Information Technology";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4)"
557;21100223160;"Journal of Japan Institute of Electronics Packaging";journal;"13439677";0,102;Q4;10;92;292;693;16;244;0,04;7,53;Japan;"The Japan Institute of Electronics Packaging";"Electrical and Electronic Engineering (Q4)"
558;19148;"Research Reports on Information Science and Electrical Engineering of Kyushu University";journal;"13423819";0,102;Q4;6;2;13;27;0;13;0,00;13,50;Japan;"Kyushu University";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4)"
559;21100212114;"Traitement du Signal";journal;"19585608, 07650019";0,102;Q4;3;0;55;0;4;50;0,09;0,00;France;"Lavoisier";"Electrical and Electronic Engineering (Q4)"
560;5000158002;"EuroAsia Semiconductor";journal;"17511135";0,101;Q4;5;0;20;0;0;15;0,00;0,00;United Kingdom;"Angel Business Communications Ltd.";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
561;20923;"Total Telecom";journal;"17401267";0,101;Q4;1;0;26;0;0;17;0,00;0,00;United Kingdom;"Emap Media Ltd.";"Electrical and Electronic Engineering (Q4); Marketing (Q4)"
562;19255;"SAIEE Africa Research Journal";journal;"00382221";0,101;Q4;7;4;48;161;8;46;0,23;40,25;South Africa;"South African Institute of Electrical Engineers";"Electrical and Electronic Engineering (Q4)"
563;72149;"Journal of the National Institute of Information and Communications Technology";journal;"13493205";0,101;Q4;9;10;114;166;5;111;0,05;16,60;Japan;"National Institute of Information and Communications Technology";"Electrical and Electronic Engineering (Q4); Media Technology (Q4)"
564;21100260918;"Journal of Thermoelectricity";journal;"16078829";0,101;Q4;2;0;30;0;1;30;0,03;0,00;United States;"International Thermoelectric Society";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Materials Chemistry (Q4)"
565;21100817136;"International Journal of Sensors, Wireless Communications and Control";journal;"22103287, 22103279";0,101;Q4;1;12;22;320;4;20;0,20;26,67;Netherlands;"Bentham Science Publishers B.V.";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Electrical and Electronic Engineering (Q4)"
566;27192;"Shapu Giho/Sharp Technical Journal";journal;"02850362";0,101;Q4;7;0;24;0;0;24;0,00;0,00;Japan;"Sharp Co. Ltd.";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
567;21100242828;"Revista de Direito, Estado e Telecomunicacoes";journal;"19849729";0,101;Q4;1;9;27;176;1;27;0,06;19,56;Brazil;"Universidade de Brasilia";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Law (Q4)"
568;21100200821;"European Journal of Electrical Engineering";journal;"21033641";0,101;Q4;5;0;36;0;1;31;0,00;0,00;United Kingdom;"Lavoisier";"Electrical and Electronic Engineering (Q4)"
569;18952;"ITU News";journal;"10204148";0,101;Q4;3;0;34;0;0;34;0,00;0,00;Switzerland;"International Telecommunication Union";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4)"
570;19500157805;"Digital TV Europe";journal;"2040266X";0,101;Q4;1;55;88;0;0;37;0,00;0,00;United States;"Cable & Satellite Magazine Limited";"Communication (Q4); Electrical and Electronic Engineering (Q4); Media Technology (Q4)"
571;22394;"ABU Technical Review";journal;"01266209";0,100;Q4;3;16;72;6;1;51;0,03;0,38;Malaysia;"Asia-Pacific Broadcasting Union";"Electrical and Electronic Engineering (Q4)"
572;18584;"Mitsubishi Electric Advance";journal;"13453041, 03865096";0,100;Q4;6;23;66;31;1;58;0,00;1,35;Japan;"Mitsubishi Electric Corporation";"Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Software (Q4)"
573;24117;"Advancing Microelectronics";journal;"-";0,100;Q4;12;27;96;150;0;69;0,00;5,56;United States;"International Microelectronics And Packaging Society";"Electrical and Electronic Engineering (Q4)"
574;58070;"LIA Today";journal;"-";0,100;Q4;3;36;109;10;0;73;0,00;0,28;United States;"Laser Institute of America";"Atomic and Molecular Physics, and Optics (Q4); Electrical and Electronic Engineering (Q4)"
575;16041;"H and V News";journal;"-";0,100;Q4;0;47;98;0;0;94;0,00;0,00;United Kingdom;"EMAP Publishing";"Building and Construction (Q4); Electrical and Electronic Engineering (Q4)"
576;29049;"Engineering";journal;"00137782";0,100;Q4;2;42;140;12;0;107;0,00;0,29;United Kingdom;"Gillard Welch Ltd.";"Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Mechanical Engineering (Q4)"
577;21100318403;"Journal of the Institute of Image Electronics Engineers of Japan";journal;"02859831, 13480316";0,100;Q4;7;0;140;0;3;140;0,02;0,00;Japan;"Institute of Image Electronics Engineers of Japan";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4)"
578;11400153338;"Printed Circuit Design and Fab";journal;"19395442";0,100;Q4;4;117;373;53;2;234;0,01;0,45;United States;"UP Media Group, Inc.";"Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Industrial Relations (Q4); Management of Technology and Innovation (Q4)"
579;18672;"Acta Polytechnica Scandinavica, Electrical Engineering Series";journal;"00016845";;-;6;6;0;191;0;0;0,00;31,83;Finland;"Finnish Academies of Technology";"Electrical and Electronic Engineering"
580;33874;"Advances in Electronics and Electron Physics";journal;"00652539";;-;1;1;0;0;0;0;0,00;0,00;United States;"Academic Press";"Condensed Matter Physics; Electrical and Electronic Engineering; Nuclear and High Energy Physics"
581;21100847371;"Advances in Nano Research";journal;"22872388, 2287237X";;-;2;27;0;1145;0;0;0,00;42,41;South Korea;"Techno-Press";"Atomic and Molecular Physics, and Optics; Biotechnology; Catalysis; Ceramics and Composites; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Fluid Flow and Transfer Processes; Mechanical Engineering"
582;21100826382;"Bulletin of Electrical Engineering and Informatics";journal;"20893191, 23029285";;-;1;48;0;1015;0;0;0,00;21,15;Indonesia;"Institute of Advanced Engineering and Science (IAES)";"Computer Networks and Communications; Computer Science (miscellaneous); Control and Optimization; Control and Systems Engineering; Electrical and Electronic Engineering; Hardware and Architecture; Information Systems; Instrumentation"
583;34164;"Cybernetics";journal;"00114235";;-;1;50;0;1088;0;0;0,00;21,76;Netherlands;"Kluwer Academic Publishers";"Computer Science (miscellaneous); Electrical and Electronic Engineering"
584;21100837463;"Dianli Jianshe/Electric Power Construction";journal;"10007229";;-;1;121;0;2339;0;0;0,00;19,33;China;"State Power Economic Research Institute";"Electrical and Electronic Engineering; Energy Engineering and Power Technology; Fuel Technology; Renewable Energy, Sustainability and the Environment"
585;32898;"Electronic Engineering (London)";journal;"00134902";;-;4;3;0;0;0;0;0,00;0,00;United Kingdom;"Morgan-Grampian";"Electrical and Electronic Engineering"
586;34230;"Electronic Packaging and Production";journal;"00134945";;-;5;2;0;0;0;0;0,00;0,00;United States;"Reed Business";"Electrical and Electronic Engineering"
587;38235;"Electronics and Power";journal;"00135127";;-;0;4;0;0;0;0;0,00;0,00;United Kingdom;"Institution of Electrical Engineers (IEE)";"Electrical and Electronic Engineering"
588;21100842562;"Estudios de Literatura Colombiana";journal;"01234412";;-;0;24;0;277;0;0;0,00;11,54;Colombia;"Universidad de Antioquia";"Electrical and Electronic Engineering"
589;15621;"EUT Report, Eindhoven University of Technology, Faculty of Electrical Engineering";journal;"09298525, 09298533";;-;2;2;0;18;0;0;0,00;9,00;Netherlands;"Eindhoven University of Technology";"Electrical and Electronic Engineering"
590;17917;"IEE Colloquium (Digest)";journal;"09633308";;-;23;71;0;371;0;0;0,00;5,23;United Kingdom;"Institute of Electrical Engineers";"Electrical and Electronic Engineering; Engineering (miscellaneous)"
591;36246;"IEEE Transactions on Components, Hybrids and Manufacturing Technology";journal;"01486411";;-;0;1;0;8;0;0;0,00;8,00;United States;"Institute of Electrical and Electronics Engineers";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Engineering (miscellaneous); Industrial and Manufacturing Engineering"
592;30904;"IEEE Transactions on Power Apparatus and Systems";journal;"00189510";;-;0;6;0;81;0;0;0,00;13,50;United States;"Institute of Electrical and Electronics Engineers";"Electrical and Electronic Engineering; Energy Engineering and Power Technology; Engineering (miscellaneous)"
593;21100826383;"Indonesian Journal of Electrical Engineering and Informatics";journal;"20893272";;-;1;43;0;891;0;0;0,00;20,72;Indonesia;"Institute of Advanced Engineering and Science (IAES)";"Artificial Intelligence; Computer Networks and Communications; Computer Science (miscellaneous); Control and Optimization; Control and Systems Engineering; Electrical and Electronic Engineering; Hardware and Architecture; Information Systems"
594;21100838789;"International Journal of Electrical and Electronic Engineering and Telecommunications";journal;"23192518";;-;0;25;0;332;0;0;0,00;13,28;Poland;"Warsaw University of Technology";"Computer Networks and Communications; Electrical and Electronic Engineering; Instrumentation"
595;21100848408;"International Journal of Integrated Engineering";journal;"2229838X";;-;1;54;0;1121;0;0;0,00;20,76;Malaysia;"Penerbit UTHM";"Civil and Structural Engineering; Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Materials Science (miscellaneous); Mechanical Engineering; Mechanics of Materials"
596;21100846309;"International Journal of Smart Grid and Clean Energy";journal;"23733594, 23154462";;-;0;32;0;489;0;0;0,00;15,28;United States;"Engineering and Technology Publishing";"Computer Networks and Communications; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment"
597;21100839128;"Journal of Information and Communication Convergence Engineering";journal;"22348255, 22348883";;-;0;40;0;556;0;0;0,00;13,90;South Korea;"The Korean Institute of Information and Commucation Engineering";"Computer Networks and Communications; Electrical and Electronic Engineering; Information Systems; Media Technology"
598;21100838145;"Machines";journal;"20751702";;-;1;28;0;1273;0;0;0,00;45,46;Switzerland;"MDPI AG";"Computer Science (miscellaneous); Control and Optimization; Control and Systems Engineering; Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Mechanical Engineering"
599;21100840458;"Periodicals of Engineering and Natural Sciences";journal;"23034521";;-;1;56;0;1058;0;0;0,00;18,89;Bosnia and Herzegovina;"International University of Sarajevo";"Architecture; Bioengineering; Biomedical Engineering; Computer Science (miscellaneous); Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Mechanical Engineering"
600;27541;"Promyshlennaya Energetika";journal;"00331155";;-;2;1;0;0;0;0;0,00;0,00;Russian Federation;"Ministerstvo Energetike i Elektrifikatsii";"Electrical and Electronic Engineering; Energy (miscellaneous)"
601;21100825467;"SPIN";journal;"20103247, 20103255";;-;1;28;0;1138;0;0;0,00;40,64;Singapore;"World Scientific Publishing Co. Pte Ltd";"Atomic and Molecular Physics, and Optics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials"
